"corpus","preloaded/brown_family_1"
"subcorpus","###4073131095021655026###"
"concordance size","22312"
"query","Query:[lempos="".*-n""&lempos!=""[^[:alpha:]].*""]"
"tag", "lemma (lowercase)", "Frequency", "Freq. per million", "% of concordance"
"NN1","bartender",7, 61.84237, 0.03137
"NP1","thomasina",7, 61.84237, 0.03137
"NP1","rosie",7, 61.84237, 0.03137
"NN1","potato",7, 61.84237, 0.03137
"NN1","beer",7, 61.84237, 0.03137
"NP1","willy",7, 61.84237, 0.03137
"NP1","arnold",7, 61.84237, 0.03137
"NN1","press",7, 61.84237, 0.03137
"NP1","beauclerk",7, 61.84237, 0.03137
"NP1","susan",7, 61.84237, 0.03137
"NN1","village",7, 61.84237, 0.03137
"NN1","result",7, 61.84237, 0.03137
"NN1","inspector",7, 61.84237, 0.03137
"NN1","knife",7, 61.84237, 0.03137
"NNL1","street",7, 61.84237, 0.03137
"NN1","customer",7, 61.84237, 0.03137
"NN2","witness",7, 61.84237, 0.03137
"PPIS1","i",7, 61.84237, 0.03137
"NN1","whiskey",7, 61.84237, 0.03137
"NNU1","mile",7, 61.84237, 0.03137
"NNB","captain",7, 61.84237, 0.03137
"NN1","grief",7, 61.84237, 0.03137
"NN1","relief",7, 61.84237, 0.03137
"NN1","tunnel",7, 61.84237, 0.03137
"NN1","couch",7, 61.84237, 0.03137
"NN1","harbor",7, 61.84237, 0.03137
"NN1","relationship",7, 61.84237, 0.03137
"NP1","katharine",7, 61.84237, 0.03137
"NP1","gibby",7, 61.84237, 0.03137
"NN1","fight",7, 61.84237, 0.03137
"NN1","fury",7, 61.84237, 0.03137
"NN1","country",7, 61.84237, 0.03137
"NN1","darkness",7, 61.84237, 0.03137
"NP1","paxton",7, 61.84237, 0.03137
"NN1","fence",7, 61.84237, 0.03137
"NNT1","century",7, 61.84237, 0.03137
"NN1","secretary",7, 61.84237, 0.03137
"NN1","ice",7, 61.84237, 0.03137
"NN1","suit",7, 61.84237, 0.03137
"JJ","red",7, 61.84237, 0.03137
"NN1","effort",7, 61.84237, 0.03137
"NN1","shirt",7, 61.84237, 0.03137
"NN1","space",7, 61.84237, 0.03137
"NN1","blanket",7, 61.84237, 0.03137
"NN1","drawer",7, 61.84237, 0.03137
"NP1","emile",7, 61.84237, 0.03137
"NP1","david",7, 61.84237, 0.03137
"NP1","justin",7, 61.84237, 0.03137
"NN1","lamp",7, 61.84237, 0.03137
"NN2","window",7, 61.84237, 0.03137
"NP1","jamie",7, 61.84237, 0.03137
"NN2","parent",7, 61.84237, 0.03137
"NN1","skin",7, 61.84237, 0.03137
"NNO","dozen",7, 61.84237, 0.03137
"NP1","thornburg",7, 61.84237, 0.03137
"NN1","detail",7, 61.84237, 0.03137
"NN1","turn",7, 61.84237, 0.03137
"NN1","defense",7, 61.84237, 0.03137
"NN1","dirt",7, 61.84237, 0.03137
"NN1","age",7, 61.84237, 0.03137
"NP1","dumont",7, 61.84237, 0.03137
"NN1","file",7, 61.84237, 0.03137
"NN1","surface",7, 61.84237, 0.03137
"NP1","angelo",7, 61.84237, 0.03137
"VV0","bake",7, 61.84237, 0.03137
"NN1","run",7, 61.84237, 0.03137
"NNT1","midnight",7, 61.84237, 0.03137
"NN1","gentleman",7, 61.84237, 0.03137
"NN2","way",7, 61.84237, 0.03137
"NN1","elevator",7, 61.84237, 0.03137
"NN1","background",7, 61.84237, 0.03137
"NN1","society",7, 61.84237, 0.03137
"NN1","bride",7, 61.84237, 0.03137
"NN1","progress",7, 61.84237, 0.03137
"NN2","note",7, 61.84237, 0.03137
"NP1","buck",7, 61.84237, 0.03137
"NN1","will",7, 61.84237, 0.03137
"NN1","tape",7, 61.84237, 0.03137
"NP1","lucien",7, 61.84237, 0.03137
"NP1","bill",7, 61.84237, 0.03137
"NP1","paddy",7, 61.84237, 0.03137
"NN1","walk",7, 61.84237, 0.03137
"NN1","message",7, 61.84237, 0.03137
"NP1","mullins",7, 61.84237, 0.03137
"NN1","advantage",7, 61.84237, 0.03137
"NN1","nature",7, 61.84237, 0.03137
"NN1","corridor",7, 61.84237, 0.03137
"NNU1","pint",7, 61.84237, 0.03137
"ND1","north",7, 61.84237, 0.03137
"NN2","officer",6, 53.00775, 0.02689
"NP1","remo",6, 53.00775, 0.02689
"NN1","purse",6, 53.00775, 0.02689
"NP1","sanders",6, 53.00775, 0.02689
"NN1","tv",6, 53.00775, 0.02689
"NN1","protection",6, 53.00775, 0.02689
"NN1","sky",6, 53.00775, 0.02689
"NP1","white",6, 53.00775, 0.02689
"NN1","match",6, 53.00775, 0.02689
"NP1","monahan",6, 53.00775, 0.02689
"NN","fish",6, 53.00775, 0.02689
"NP1","kevin",6, 53.00775, 0.02689
"NN1","television",6, 53.00775, 0.02689
"NP1","tony",6, 53.00775, 0.02689
"NN1","development",6, 53.00775, 0.02689
"NN","japanese",6, 53.00775, 0.02689
"NN1","president",6, 53.00775, 0.02689
"NN1","mud",6, 53.00775, 0.02689
"NN2","firm",6, 53.00775, 0.02689
"NN2","folk",6, 53.00775, 0.02689
"NP1","florida",6, 53.00775, 0.02689
"NN1","act",6, 53.00775, 0.02689
"NNB","father",6, 53.00775, 0.02689
"NP1","pauling",6, 53.00775, 0.02689
"NN1","vicinity",6, 53.00775, 0.02689
"NP1","amarillo",6, 53.00775, 0.02689
"NN1","jail",6, 53.00775, 0.02689
"NP1","webster",6, 53.00775, 0.02689
"NN1","widow",6, 53.00775, 0.02689
"NN1","drive",6, 53.00775, 0.02689
"NPD1","thursday",6, 53.00775, 0.02689
"NN1","booth",6, 53.00775, 0.02689
"NN1","appeal",6, 53.00775, 0.02689
"NP1","norberg",6, 53.00775, 0.02689
"NN1","recliner",6, 53.00775, 0.02689
"NN1","trail",6, 53.00775, 0.02689
"NN1","confidence",6, 53.00775, 0.02689
"NP1","needham",6, 53.00775, 0.02689
"NN1","use",6, 53.00775, 0.02689
"NN1","pavement",6, 53.00775, 0.02689
"NP1","grant",6, 53.00775, 0.02689
"NN1","conversation",6, 53.00775, 0.02689
"NN1","airport",6, 53.00775, 0.02689
"NN2","brain",6, 53.00775, 0.02689
"NN1","charge",6, 53.00775, 0.02689
"NN1","reading",6, 53.00775, 0.02689
"NN1","switch",6, 53.00775, 0.02689
"NP1","pearson",6, 53.00775, 0.02689
"NN1","ground",6, 53.00775, 0.02689
"NP1","marsha",6, 53.00775, 0.02689
"NN2","picture",6, 53.00775, 0.02689
"NP1","mike",6, 53.00775, 0.02689
"NP1","geely",6, 53.00775, 0.02689
"NN1","gas",6, 53.00775, 0.02689
"NN1","bastard",6, 53.00775, 0.02689
"NP1","sonny",6, 53.00775, 0.02689
"NN1","ride",6, 53.00775, 0.02689
"NP1","plymouth",6, 53.00775, 0.02689
"NP1","ferguson",6, 53.00775, 0.02689
"NN1","yard",6, 53.00775, 0.02689
"NN1","pencil",6, 53.00775, 0.02689
"NP1","jane",6, 53.00775, 0.02689
"NN1","noise",6, 53.00775, 0.02689
"NN2","moment",6, 53.00775, 0.02689
"NN1","sugar",6, 53.00775, 0.02689
"NN1","sleep",6, 53.00775, 0.02689
"NN1","balance",6, 53.00775, 0.02689
"NPD1","friday",6, 53.00775, 0.02689
"RR22","bit",6, 53.00775, 0.02689
"NN1","field",6, 53.00775, 0.02689
"NN1","fingerprint",6, 53.00775, 0.02689
"NN1","cry",6, 53.00775, 0.02689
"NP1","jarrodsville",6, 53.00775, 0.02689
"NN1","mass",6, 53.00775, 0.02689
"NN1","editor",6, 53.00775, 0.02689
"NN1","engine",6, 53.00775, 0.02689
"NN1","rear",6, 53.00775, 0.02689
"RR22","lot",6, 53.00775, 0.02689
"NN1","clock",6, 53.00775, 0.02689
"NP1","bonner",6, 53.00775, 0.02689
"NN1","leg",6, 53.00775, 0.02689
"ND1","northeast",6, 53.00775, 0.02689
"NP1","roberta",6, 53.00775, 0.02689
"NN1","alibi",6, 53.00775, 0.02689
"NN2","piece",6, 53.00775, 0.02689
"NP1","kennelly",6, 53.00775, 0.02689
"NN2","gentleman",6, 53.00775, 0.02689
"NN1","box",6, 53.00775, 0.02689
"NN2","sport",6, 53.00775, 0.02689
"NN1","range",6, 53.00775, 0.02689
"NN1","subject",6, 53.00775, 0.02689
"NN1","center",6, 53.00775, 0.02689
"NN1","imagination",6, 53.00775, 0.02689
"NN1","cab",6, 53.00775, 0.02689
"NP1","calhoun",6, 53.00775, 0.02689
"NN1","vision",6, 53.00775, 0.02689
"NN1","strength",6, 53.00775, 0.02689
"NN1","food",6, 53.00775, 0.02689
"NP1","nelson",6, 53.00775, 0.02689
"NN1","hurry",6, 53.00775, 0.02689
"NP1","graham",6, 53.00775, 0.02689
"NN1","warning",6, 53.00775, 0.02689
"NN1","courthouse",6, 53.00775, 0.02689
"NN2","record",6, 53.00775, 0.02689
"RL","downstairs",6, 53.00775, 0.02689
"NN1","smoke",6, 53.00775, 0.02689
"NN2","life",6, 53.00775, 0.02689
"NN1","student",6, 53.00775, 0.02689
"NN1","killing",6, 53.00775, 0.02689
"VV0","wait",6, 53.00775, 0.02689
"NN1","church",6, 53.00775, 0.02689
"NP1","hirey",6, 53.00775, 0.02689
"NN2","key",6, 53.00775, 0.02689
"NN1","attempt",6, 53.00775, 0.02689
"NN1","need",6, 53.00775, 0.02689
"NN1","convenience",6, 53.00775, 0.02689
"NN1","skirt",6, 53.00775, 0.02689
"NN1","dark",6, 53.00775, 0.02689
"NP1","rose",6, 53.00775, 0.02689
"NN1","cause",6, 53.00775, 0.02689
"NNB","king",6, 53.00775, 0.02689
"NN1","connection",6, 53.00775, 0.02689
"NN2","player",6, 53.00775, 0.02689
"NP1","wheaton",5, 44.17312, 0.02241
"NP1","jesus",5, 44.17312, 0.02241
"NN1","gang",5, 44.17312, 0.02241
"NP1","fro",5, 44.17312, 0.02241
"NN1","crescent",5, 44.17312, 0.02241
"NN1","experience",5, 44.17312, 0.02241
"NP1","atkins",5, 44.17312, 0.02241
"NP1","ford",5, 44.17312, 0.02241
"NN2","board",5, 44.17312, 0.02241
"NNL1","island",5, 44.17312, 0.02241
"NP1","metcalf",5, 44.17312, 0.02241
"NN2","mae",5, 44.17312, 0.02241
"NN1","attorney",5, 44.17312, 0.02241
"MC","forty",5, 44.17312, 0.02241
"NN2","x-ray",5, 44.17312, 0.02241
"NP1","manhattan",5, 44.17312, 0.02241
"NN1","display",5, 44.17312, 0.02241
"NN1","lie",5, 44.17312, 0.02241
"NN1","cellar",5, 44.17312, 0.02241
"NN1","drag",5, 44.17312, 0.02241
"NN1","plate",5, 44.17312, 0.02241
"NNO2","million",5, 44.17312, 0.02241
"NN1","circuit",5, 44.17312, 0.02241
"NN1","verdict",5, 44.17312, 0.02241
"NP1","lindsey",5, 44.17312, 0.02241
"NN1","apron",5, 44.17312, 0.02241
"NN1","tie",5, 44.17312, 0.02241
"NN2","town",5, 44.17312, 0.02241
"NN1","mahzeer",5, 44.17312, 0.02241
"NN1","drinking",5, 44.17312, 0.02241
"NN1","toot",5, 44.17312, 0.02241
"NNB","congressman",5, 44.17312, 0.02241
"NP1","washington",5, 44.17312, 0.02241
"NN1","poker",5, 44.17312, 0.02241
"NP1","brian",5, 44.17312, 0.02241
"NN1","wine",5, 44.17312, 0.02241
"NN1","incident",5, 44.17312, 0.02241
"NN1","balcony",5, 44.17312, 0.02241
"NN2","artist",5, 44.17312, 0.02241
"JJ","common",5, 44.17312, 0.02241
"NN2","match",5, 44.17312, 0.02241
"NN1","chicken",5, 44.17312, 0.02241
"JJ","left",5, 44.17312, 0.02241
"NN2","homes",5, 44.17312, 0.02241
"JJ","supreme",5, 44.17312, 0.02241
"NN2","tape",5, 44.17312, 0.02241
"PPGE","mine",5, 44.17312, 0.02241
"NP1","nellie",5, 44.17312, 0.02241
"NP1","hank",5, 44.17312, 0.02241
"NN1","force",5, 44.17312, 0.02241
"NN1","pool",5, 44.17312, 0.02241
"NP1","perrin",5, 44.17312, 0.02241
"NN1","blow",5, 44.17312, 0.02241
"NN1","gym",5, 44.17312, 0.02241
"NN1","mask",5, 44.17312, 0.02241
"NN1","sea",5, 44.17312, 0.02241
"NN1","fishing",5, 44.17312, 0.02241
"NN1","club",5, 44.17312, 0.02241
"NN1","item",5, 44.17312, 0.02241
"NN1","oak",5, 44.17312, 0.02241
"NN1","champagne",5, 44.17312, 0.02241
"NN1","reflection",5, 44.17312, 0.02241
"NP1","diana",5, 44.17312, 0.02241
"NP1","gloucester",5, 44.17312, 0.02241
"NN2","field",5, 44.17312, 0.02241
"NN2","book",5, 44.17312, 0.02241
"NN2","paper",5, 44.17312, 0.02241
"NP1","christian",5, 44.17312, 0.02241
"NN1","grip",5, 44.17312, 0.02241
"NN1","hoag",5, 44.17312, 0.02241
"NN1","golf",5, 44.17312, 0.02241
"NN1","statement",5, 44.17312, 0.02241
"NN1","corpse",5, 44.17312, 0.02241
"NN1","flashlight",5, 44.17312, 0.02241
"NN1","sum",5, 44.17312, 0.02241
"NN1","intelligence",5, 44.17312, 0.02241
"NP1","willings",5, 44.17312, 0.02241
"NN2","mailbox",5, 44.17312, 0.02241
"NN1","scholarship",5, 44.17312, 0.02241
"NN1","jungle",5, 44.17312, 0.02241
"NN2","buck",5, 44.17312, 0.02241
"NN1","lane",5, 44.17312, 0.02241
"NN1","reporter",5, 44.17312, 0.02241
"NP1","boulevard",5, 44.17312, 0.02241
"NN1","quarter",5, 44.17312, 0.02241
"NP1","detroit",5, 44.17312, 0.02241
"NP1","walker",5, 44.17312, 0.02241
"VV0","maude",5, 44.17312, 0.02241
"NN1","sand",5, 44.17312, 0.02241
"NN2","right",5, 44.17312, 0.02241
"NP1","christ",5, 44.17312, 0.02241
"NN2","bubble",5, 44.17312, 0.02241
"NN2","wall",5, 44.17312, 0.02241
"NNT2","second",5, 44.17312, 0.02241
"NN2","pops",5, 44.17312, 0.02241
"NP1","felice",5, 44.17312, 0.02241
"NN1","sidewalk",5, 44.17312, 0.02241
"NN2","test",5, 44.17312, 0.02241
"NN1","finger",5, 44.17312, 0.02241
"NN2","home",5, 44.17312, 0.02241
"NN1","belly",5, 44.17312, 0.02241
"NN1","decision",5, 44.17312, 0.02241
"NN1","section",5, 44.17312, 0.02241
"NN1","cabin",5, 44.17312, 0.02241
"NN1","tip",5, 44.17312, 0.02241
"NN1","identification",5, 44.17312, 0.02241
"NN1","doubt",5, 44.17312, 0.02241
"NN2","member",5, 44.17312, 0.02241
"NN1","language",5, 44.17312, 0.02241
"NN1","heaven",5, 44.17312, 0.02241
"NN1","bunch",5, 44.17312, 0.02241
"NN1","thigh",5, 44.17312, 0.02241
"NN1","knee",5, 44.17312, 0.02241
"NN1","tension",5, 44.17312, 0.02241
"NN2","event",5, 44.17312, 0.02241
"UH","huh",5, 44.17312, 0.02241
"NN1","chapter",5, 44.17312, 0.02241
"NN2","cigarette",5, 44.17312, 0.02241
"NN2","sign",5, 44.17312, 0.02241
"NN2","apartment",5, 44.17312, 0.02241
"NP1","horvath",5, 44.17312, 0.02241
"JJ","round",5, 44.17312, 0.02241
"NN1","taste",5, 44.17312, 0.02241
"NN1","route",5, 44.17312, 0.02241
"NN1","store",5, 44.17312, 0.02241
"NN","series",5, 44.17312, 0.02241
"NN2","detective",5, 44.17312, 0.02241
"NN1","dad",5, 44.17312, 0.02241
"NN1","reality",5, 44.17312, 0.02241
"NN2","cousin",5, 44.17312, 0.02241
"NN1","amount",5, 44.17312, 0.02241
"NNU2","inch",5, 44.17312, 0.02241
"NN1","candle",5, 44.17312, 0.02241
"NN1","fun",5, 44.17312, 0.02241
"NN1","contract",5, 44.17312, 0.02241
"NN1","affair",5, 44.17312, 0.02241
"NN1","sunlight",5, 44.17312, 0.02241
"NN1","excuse",5, 44.17312, 0.02241
"NP1","phillips",5, 44.17312, 0.02241
"NN2","tenant",5, 44.17312, 0.02241
"NP1","jerry",5, 44.17312, 0.02241
"NN1","view",5, 44.17312, 0.02241
"NN1","companion",5, 44.17312, 0.02241
"NN1","microphone",5, 44.17312, 0.02241
"NN1","vehicle",5, 44.17312, 0.02241
"NN2","overall",5, 44.17312, 0.02241
"NN2","hip",5, 44.17312, 0.02241
"NN1","wedding",5, 44.17312, 0.02241
"NP1","carmody",5, 44.17312, 0.02241
"NN1","lack",5, 44.17312, 0.02241
"NN1","leather",5, 44.17312, 0.02241
"NN2","report",5, 44.17312, 0.02241
"VV0","look",5, 44.17312, 0.02241
"NN2","fingerprint",5, 44.17312, 0.02241
"NN1","fellow",5, 44.17312, 0.02241
"NP1","bic",5, 44.17312, 0.02241
"NN1","pasture",5, 44.17312, 0.02241
"NN1","confusion",5, 44.17312, 0.02241
"NN1","account",5, 44.17312, 0.02241
"NN1","shop",5, 44.17312, 0.02241
"NN2","lady",5, 44.17312, 0.02241
"NN1","book",5, 44.17312, 0.02241
"NN1","crack",5, 44.17312, 0.02241
"NN2","term",5, 44.17312, 0.02241
"NN1","shock",5, 44.17312, 0.02241
"NN1","safety",5, 44.17312, 0.02241
"NN1","course",5, 44.17312, 0.02241
