"corpus","preloaded/brown_family_1"
"subcorpus","###5388519865610658890###"
"concordance size","42581"
"query","Query:[lempos="".*-n""&lempos!=""[^[:alpha:]].*""]"
"tag", "lemma (lowercase)", "Frequency", "Freq. per million", "% of concordance"
"NN1","motor",13, 56.41357, 0.03053
"NN1","account",13, 56.41357, 0.03053
"NNT1","winter",13, 56.41357, 0.03053
"NP1","wintringham",13, 56.41357, 0.03053
"NNT1","christmas",13, 56.41357, 0.03053
"NP1","york",13, 56.41357, 0.03053
"NN1","arrival",13, 56.41357, 0.03053
"NN1","music",13, 56.41357, 0.03053
"NN1","passage",13, 56.41357, 0.03053
"NN1","dress",13, 56.41357, 0.03053
"NN1","colour",13, 56.41357, 0.03053
"NP1","roisin",13, 56.41357, 0.03053
"NN1","bottom",13, 56.41357, 0.03053
"NN1","identification",13, 56.41357, 0.03053
"NP1","caroline",13, 56.41357, 0.03053
"NP1","anthony",13, 56.41357, 0.03053
"RR","fuckin",13, 56.41357, 0.03053
"NP1","bridget",13, 56.41357, 0.03053
"NN1","wine",13, 56.41357, 0.03053
"NP1","johnny",13, 56.41357, 0.03053
"NN2","head",13, 56.41357, 0.03053
"NN1","audience",13, 56.41357, 0.03053
"NP1","shevlin",13, 56.41357, 0.03053
"NP1","camp",13, 56.41357, 0.03053
"NN1","search",12, 52.07407, 0.02818
"NP1","jupp",12, 52.07407, 0.02818
"RT","to-night",12, 52.07407, 0.02818
"NN1","sitting-room",12, 52.07407, 0.02818
"NP1","crackle",12, 52.07407, 0.02818
"NN1","law",12, 52.07407, 0.02818
"NN1","memory",12, 52.07407, 0.02818
"NN1","engine",12, 52.07407, 0.02818
"DB","half",12, 52.07407, 0.02818
"NN1","wheel",12, 52.07407, 0.02818
"NP1","widgeon",12, 52.07407, 0.02818
"VV0","look",12, 52.07407, 0.02818
"NP1","tam",12, 52.07407, 0.02818
"NP1","scotland",12, 52.07407, 0.02818
"NN1","garage",12, 52.07407, 0.02818
"NN1","airport",12, 52.07407, 0.02818
"NN1","treatment",12, 52.07407, 0.02818
"NN1","statement",12, 52.07407, 0.02818
"NN2","pound",12, 52.07407, 0.02818
"NN1","pipe",12, 52.07407, 0.02818
"NN1","excitement",12, 52.07407, 0.02818
"NN1","crook",12, 52.07407, 0.02818
"NP1","gregory",12, 52.07407, 0.02818
"NN1","waiter",12, 52.07407, 0.02818
"NN1","battle",12, 52.07407, 0.02818
"NN1","pen",12, 52.07407, 0.02818
"NN1","knife",12, 52.07407, 0.02818
"NN1","size",12, 52.07407, 0.02818
"NP1","stan",12, 52.07407, 0.02818
"NP1","paul",12, 52.07407, 0.02818
"NN2","content",12, 52.07407, 0.02818
"NP1","grogan",12, 52.07407, 0.02818
"NN1","band",12, 52.07407, 0.02818
"NNB","aunt",12, 52.07407, 0.02818
"NN1","risk",12, 52.07407, 0.02818
"NN1","church",12, 52.07407, 0.02818
"NN1","bottle",12, 52.07407, 0.02818
"NN1","surface",12, 52.07407, 0.02818
"NN1","strip",12, 52.07407, 0.02818
"NN1","rain",12, 52.07407, 0.02818
"PPGE","mine",12, 52.07407, 0.02818
"NP1","cornwall",12, 52.07407, 0.02818
"NN1","difficulty",12, 52.07407, 0.02818
"NN1","smoke",12, 52.07407, 0.02818
"NP1","harkness",12, 52.07407, 0.02818
"NN1","department",12, 52.07407, 0.02818
"NN1","hurry",12, 52.07407, 0.02818
"NN1","laughter",12, 52.07407, 0.02818
"NN1","gesture",12, 52.07407, 0.02818
"RR","right",12, 52.07407, 0.02818
"NN1","spirit",12, 52.07407, 0.02818
"NN1","comfort",12, 52.07407, 0.02818
"NN2","side",12, 52.07407, 0.02818
"NP1","patterson",12, 52.07407, 0.02818
"NN1","bus",12, 52.07407, 0.02818
"NP1","phyllis",12, 52.07407, 0.02818
"NN1","van",12, 52.07407, 0.02818
"NN1","prison",12, 52.07407, 0.02818
"NP1","thursford",12, 52.07407, 0.02818
"NP1","harry",12, 52.07407, 0.02818
"NP1","sadler",12, 52.07407, 0.02818
"NP1","sharon",12, 52.07407, 0.02818
"NP1","sam",12, 52.07407, 0.02818
"NP1","victor",12, 52.07407, 0.02818
"NNT1","month",11, 47.73456, 0.02583
"II32","spite",11, 47.73456, 0.02583
"NN1","fashion",11, 47.73456, 0.02583
"NN1","clerk",11, 47.73456, 0.02583
"NN1","suggestion",11, 47.73456, 0.02583
"NN1","parquet",11, 47.73456, 0.02583
"NN1","reporter",11, 47.73456, 0.02583
"NP1","fujita",11, 47.73456, 0.02583
"NN2","figure",11, 47.73456, 0.02583
"NN1","accident",11, 47.73456, 0.02583
"NN2","house",11, 47.73456, 0.02583
"NN1","tie",11, 47.73456, 0.02583
"NP1","ridley",11, 47.73456, 0.02583
"NN1","cut",11, 47.73456, 0.02583
"NN1","maid",11, 47.73456, 0.02583
"NN1","wallet",11, 47.73456, 0.02583
"NN2","voice",11, 47.73456, 0.02583
"NN1","intention",11, 47.73456, 0.02583
"NN1","appointment",11, 47.73456, 0.02583
"RR22","doubt",11, 47.73456, 0.02583
"NN2","field",11, 47.73456, 0.02583
"NNB","inspector",11, 47.73456, 0.02583
"NP1","robert",11, 47.73456, 0.02583
"NN2","pocket",11, 47.73456, 0.02583
"NN1","return",11, 47.73456, 0.02583
"NN1","post",11, 47.73456, 0.02583
"NN2","officer",11, 47.73456, 0.02583
"NN1","habit",11, 47.73456, 0.02583
"NN1","kid",11, 47.73456, 0.02583
"NN2","table",11, 47.73456, 0.02583
"NN1","nature",11, 47.73456, 0.02583
"NN2","inquiry",11, 47.73456, 0.02583
"NN","series",11, 47.73456, 0.02583
"II","tae",11, 47.73456, 0.02583
"NN1","heat",11, 47.73456, 0.02583
"NN1","club",11, 47.73456, 0.02583
"NN1","chief",11, 47.73456, 0.02583
"NN1","truck",11, 47.73456, 0.02583
"NP1","rique",11, 47.73456, 0.02583
"NN1","household",11, 47.73456, 0.02583
"NN1","sentence",11, 47.73456, 0.02583
"NN1","description",11, 47.73456, 0.02583
"NP1","joe",11, 47.73456, 0.02583
"NN1","rope",11, 47.73456, 0.02583
"NN1","sofa",11, 47.73456, 0.02583
"NN1","squad",11, 47.73456, 0.02583
"NN1","argument",11, 47.73456, 0.02583
"NN1","land",11, 47.73456, 0.02583
"NN1","control",11, 47.73456, 0.02583
"NN1","bill",11, 47.73456, 0.02583
"NPD1","friday",11, 47.73456, 0.02583
"NN1","petrol",11, 47.73456, 0.02583
"NN1","rate",11, 47.73456, 0.02583
"NP1","slayton",11, 47.73456, 0.02583
"NNT2","second",11, 47.73456, 0.02583
"NP1","kent",11, 47.73456, 0.02583
"NN1","train",11, 47.73456, 0.02583
"NN1","pile",11, 47.73456, 0.02583
"NN2","bird",11, 47.73456, 0.02583
"NP1","scott",11, 47.73456, 0.02583
"NN1","attempt",11, 47.73456, 0.02583
"NN1","list",11, 47.73456, 0.02583
"NN2","call",11, 47.73456, 0.02583
"NN2","reason",11, 47.73456, 0.02583
"NN1","tray",11, 47.73456, 0.02583
"NN1","background",11, 47.73456, 0.02583
"NN1","terror",11, 47.73456, 0.02583
"NN1","security",11, 47.73456, 0.02583
"NN1","scarf",11, 47.73456, 0.02583
"RP","back",11, 47.73456, 0.02583
"NN2","dream",11, 47.73456, 0.02583
"NP1","new",11, 47.73456, 0.02583
"RT","tonight",11, 47.73456, 0.02583
"NN1","team",11, 47.73456, 0.02583
"NNT2","night",11, 47.73456, 0.02583
"NN1","object",11, 47.73456, 0.02583
"NN1","ring",11, 47.73456, 0.02583
"NN1","amusement",11, 47.73456, 0.02583
"NN1","bell",11, 47.73456, 0.02583
"NP1","aniska",11, 47.73456, 0.02583
"NN1","secret",11, 47.73456, 0.02583
"NN1","lock",11, 47.73456, 0.02583
"NP1","brenda",11, 47.73456, 0.02583
"NP1","verrell",11, 47.73456, 0.02583
"NN1","envelope",11, 47.73456, 0.02583
"NN1","musician",11, 47.73456, 0.02583
"NN1","patient",11, 47.73456, 0.02583
"NP1","penny",11, 47.73456, 0.02583
"NP1","whitescar",11, 47.73456, 0.02583
"NP1","elvis",11, 47.73456, 0.02583
"NP1","max",11, 47.73456, 0.02583
"NP1","abby",11, 47.73456, 0.02583
"NN1","lawn",10, 43.39506, 0.02348
"NN1","cash",10, 43.39506, 0.02348
"NP1","jack",10, 43.39506, 0.02348
"NN1","difference",10, 43.39506, 0.02348
"NN2","person",10, 43.39506, 0.02348
"NN1","pot",10, 43.39506, 0.02348
"NN1","cupboard",10, 43.39506, 0.02348
"NN1","cause",10, 43.39506, 0.02348
"NN1","material",10, 43.39506, 0.02348
"NN1","oak",10, 43.39506, 0.02348
"JJ","lawless",10, 43.39506, 0.02348
"NN1","neighbourhood",10, 43.39506, 0.02348
"NN1","fool",10, 43.39506, 0.02348
"NNB","professor",10, 43.39506, 0.02348
"NN1","college",10, 43.39506, 0.02348
"NP1","ada",10, 43.39506, 0.02348
"NN1","revolver",10, 43.39506, 0.02348
"NN1","shaft",10, 43.39506, 0.02348
"NN1","task",10, 43.39506, 0.02348
"NN2","bush",10, 43.39506, 0.02348
"NN1","elbow",10, 43.39506, 0.02348
"RR","enough",10, 43.39506, 0.02348
"NN1","lid",10, 43.39506, 0.02348
"NP1","andrew",10, 43.39506, 0.02348
"NN1","circle",10, 43.39506, 0.02348
"NN1","fault",10, 43.39506, 0.02348
"NN1","beat",10, 43.39506, 0.02348
"NN1","curtain",10, 43.39506, 0.02348
"NN1","estate",10, 43.39506, 0.02348
"NN1","handkerchief",10, 43.39506, 0.02348
"NP1","ormerod",10, 43.39506, 0.02348
"NP1","bronkhorst",10, 43.39506, 0.02348
"NN1","flesh",10, 43.39506, 0.02348
"NN1","mood",10, 43.39506, 0.02348
"NN1","shotgun",10, 43.39506, 0.02348
"NN1","wire",10, 43.39506, 0.02348
"NP1","maddy",10, 43.39506, 0.02348
"MC","twenty-four",10, 43.39506, 0.02348
"RR22","lot",10, 43.39506, 0.02348
"NN1","chin",10, 43.39506, 0.02348
"NN1","blade",10, 43.39506, 0.02348
"NP1","louie",10, 43.39506, 0.02348
"NN1","left",10, 43.39506, 0.02348
"NN1","fence",10, 43.39506, 0.02348
"NN1","level",10, 43.39506, 0.02348
"NN1","reputation",10, 43.39506, 0.02348
"NN1","property",10, 43.39506, 0.02348
"NN1","date",10, 43.39506, 0.02348
"NN1","dad",10, 43.39506, 0.02348
"NN1","justice",10, 43.39506, 0.02348
"NN1","quality",10, 43.39506, 0.02348
"NN1","partner",10, 43.39506, 0.02348
"NN1","laugh",10, 43.39506, 0.02348
"NN2","eyebrow",10, 43.39506, 0.02348
"NN1","gap",10, 43.39506, 0.02348
"NN1","loss",10, 43.39506, 0.02348
"NP1","calderon",10, 43.39506, 0.02348
"NP1","janna",10, 43.39506, 0.02348
"NN1","mystery",10, 43.39506, 0.02348
"NN2","newspaper",10, 43.39506, 0.02348
"NN1","atmosphere",10, 43.39506, 0.02348
"NP1","cuddy",10, 43.39506, 0.02348
"VVG","standing",10, 43.39506, 0.02348
"NN1","method",10, 43.39506, 0.02348
"NN1","bathroom",10, 43.39506, 0.02348
"NP1","suttle",10, 43.39506, 0.02348
"NN1","radio",10, 43.39506, 0.02348
"NP1","macgregor",10, 43.39506, 0.02348
"NN1","mud",10, 43.39506, 0.02348
"NN1","stomach",10, 43.39506, 0.02348
"NN1","purpose",10, 43.39506, 0.02348
"NN1","university",10, 43.39506, 0.02348
"NN1","suicide",10, 43.39506, 0.02348
"NN1","humour",10, 43.39506, 0.02348
"NN1","embarrassment",10, 43.39506, 0.02348
"MC","twelve",10, 43.39506, 0.02348
"NN1","victim",10, 43.39506, 0.02348
"NN1","test",10, 43.39506, 0.02348
"NN2","storey",10, 43.39506, 0.02348
"NN1","cap",10, 43.39506, 0.02348
"NN1","ice",10, 43.39506, 0.02348
"NN1","boot",10, 43.39506, 0.02348
"NP1","smith",10, 43.39506, 0.02348
"NN1","meeting",10, 43.39506, 0.02348
"NN1","experience",10, 43.39506, 0.02348
"NN1","peace",10, 43.39506, 0.02348
"NN1","couch",10, 43.39506, 0.02348
"NN1","bridge",10, 43.39506, 0.02348
"NN1","manager",10, 43.39506, 0.02348
"NN1","member",10, 43.39506, 0.02348
"NN1","success",10, 43.39506, 0.02348
"NN1","uncle",10, 43.39506, 0.02348
"NP1","severn",10, 43.39506, 0.02348
"NN1","effendi",10, 43.39506, 0.02348
"NN1","theatre",10, 43.39506, 0.02348
"NP1","fourie",10, 43.39506, 0.02348
"NP1","walsh",10, 43.39506, 0.02348
"NN1","lodge",10, 43.39506, 0.02348
"NP1","marques",10, 43.39506, 0.02348
"NP1","speed",10, 43.39506, 0.02348
"NN1","telegram",9, 39.05555, 0.02114
"NN1","advice",9, 39.05555, 0.02114
"NN1","lad",9, 39.05555, 0.02114
"NN1","imagination",9, 39.05555, 0.02114
"NN1","rifle",9, 39.05555, 0.02114
"NN1","meal",9, 39.05555, 0.02114
"NN1","triumph",9, 39.05555, 0.02114
"NN1","song",9, 39.05555, 0.02114
"NN1","beam",9, 39.05555, 0.02114
"NN1","collection",9, 39.05555, 0.02114
"NP1","thorndyke",9, 39.05555, 0.02114
"NN1","delight",9, 39.05555, 0.02114
"NN1","behaviour",9, 39.05555, 0.02114
"NN1","examination",9, 39.05555, 0.02114
"NP1","mcevoy",9, 39.05555, 0.02114
"NN1","railway",9, 39.05555, 0.02114
"NN1","gang",9, 39.05555, 0.02114
"NN1","conclusion",9, 39.05555, 0.02114
"NN2","ground",9, 39.05555, 0.02114
"NN1","stand",9, 39.05555, 0.02114
"NP1","jim",9, 39.05555, 0.02114
"NN1","shift",9, 39.05555, 0.02114
"NN1","value",9, 39.05555, 0.02114
"NN1","iron",9, 39.05555, 0.02114
"NN1","master",9, 39.05555, 0.02114
"NN1","clock",9, 39.05555, 0.02114
"NN","fish",9, 39.05555, 0.02114
"NN2","road",9, 39.05555, 0.02114
"NP1","maria",9, 39.05555, 0.02114
"NN1","cigar",9, 39.05555, 0.02114
"NN1","platform",9, 39.05555, 0.02114
"NN2","book",9, 39.05555, 0.02114
"NN1","observation",9, 39.05555, 0.02114
"NN1","owner",9, 39.05555, 0.02114
"NNB","superintendent",9, 39.05555, 0.02114
"NN1","mum",9, 39.05555, 0.02114
"NN1","type",9, 39.05555, 0.02114
"NN1","pressure",9, 39.05555, 0.02114
"NN1","height",9, 39.05555, 0.02114
"NN1","wrist",9, 39.05555, 0.02114
"NN1","excuse",9, 39.05555, 0.02114
"NN1","cottage",9, 39.05555, 0.02114
"NP1","al",9, 39.05555, 0.02114
"NN1","sigh",9, 39.05555, 0.02114
"NP1","dimitri",9, 39.05555, 0.02114
"NN1","shape",9, 39.05555, 0.02114
"NN1","handle",9, 39.05555, 0.02114
"NN1","war",9, 39.05555, 0.02114
"NN2","member",9, 39.05555, 0.02114
"NN1","lamp",9, 39.05555, 0.02114
"NN1","skirt",9, 39.05555, 0.02114
"NN1","grandfather",9, 39.05555, 0.02114
"NP1","moscow",9, 39.05555, 0.02114
"NN1","marriage",9, 39.05555, 0.02114
"NP1","mcphee",9, 39.05555, 0.02114
"NN1","ghost",9, 39.05555, 0.02114
"NP1","ashton",9, 39.05555, 0.02114
"NN1","block",9, 39.05555, 0.02114
"NN1","study",9, 39.05555, 0.02114
"NN2","doctor",9, 39.05555, 0.02114
"NN1","cloud",9, 39.05555, 0.02114
"NN1","price",9, 39.05555, 0.02114
"NN1","tube",9, 39.05555, 0.02114
"NN1","proof",9, 39.05555, 0.02114
"NN1","dark",9, 39.05555, 0.02114
"NN1","gas",9, 39.05555, 0.02114
"NN1","linen",9, 39.05555, 0.02114
"NP1","andrea",9, 39.05555, 0.02114
"PN1","everybody",9, 39.05555, 0.02114
"NN1","tape",9, 39.05555, 0.02114
"NN2","chair",9, 39.05555, 0.02114
"NN1","hill",9, 39.05555, 0.02114
"NN1","contact",9, 39.05555, 0.02114
"NN1","plate",9, 39.05555, 0.02114
"NN1","cell",9, 39.05555, 0.02114
"NN1","lift",9, 39.05555, 0.02114
"NN1","english",9, 39.05555, 0.02114
"NN1","sweat",9, 39.05555, 0.02114
"NP1","arthur",9, 39.05555, 0.02114
"NN1","overcoat",9, 39.05555, 0.02114
"NN2","stone",9, 39.05555, 0.02114
"NN2","policeman",9, 39.05555, 0.02114
"NN1","superintendent",9, 39.05555, 0.02114
"NN1","patch",9, 39.05555, 0.02114
"NN1","angle",9, 39.05555, 0.02114
"NN1","signature",9, 39.05555, 0.02114
"NN2","victim",9, 39.05555, 0.02114
"NP1","gloria",9, 39.05555, 0.02114
"NN1","arrest",9, 39.05555, 0.02114
"NN1","record",9, 39.05555, 0.02114
"NN1","pistol",9, 39.05555, 0.02114
"NN1","whistle",9, 39.05555, 0.02114
"NN1","cliff",9, 39.05555, 0.02114
"NN2","glove",9, 39.05555, 0.02114
"NN1","boss",9, 39.05555, 0.02114
"NN1","wedding",9, 39.05555, 0.02114
"NP1","charlene",9, 39.05555, 0.02114
"NN1","satisfaction",9, 39.05555, 0.02114
